# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.property	SSHSFTPResumeUploadResult.didResume	s:9Traversio25SSHSFTPResumeUploadResultV9didResumeSbvp	var didResume: Bool { get }
swift.property	SSHSFTPResumeUploadResult.finalOffset	s:9Traversio25SSHSFTPResumeUploadResultV11finalOffsets6UInt64Vvp	var finalOffset: UInt64 { get }
swift.init	SSHSFTPResumeUploadResult.init(path:startingOffset:bytesUploaded:totalBytes:)	s:9Traversio25SSHSFTPResumeUploadResultV4path14startingOffset13bytesUploaded10totalBytesACSS_s6UInt64VA2Itcfc	init(path: String, startingOffset: UInt64, bytesUploaded: UInt64, totalBytes: UInt64)
swift.property	SSHSFTPResumeUploadResult.path	s:9Traversio25SSHSFTPResumeUploadResultV4pathSSvp	let path: String
swift.property	SSHSFTPResumeUploadResult.startingOffset	s:9Traversio25SSHSFTPResumeUploadResultV14startingOffsets6UInt64Vvp	let startingOffset: UInt64
swift.property	SSHSFTPResumeUploadResult.totalBytes	s:9Traversio25SSHSFTPResumeUploadResultV10totalBytess6UInt64Vvp	let totalBytes: UInt64
swift.struct	SSHSFTPStatusCode	s:9Traversio17SSHSFTPStatusCodeV	struct SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.badMessage	s:9Traversio17SSHSFTPStatusCodeV10badMessageACvpZ	static let badMessage: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.connectionLost	s:9Traversio17SSHSFTPStatusCodeV14connectionLostACvpZ	static let connectionLost: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.endOfFile	s:9Traversio17SSHSFTPStatusCodeV9endOfFileACvpZ	static let endOfFile: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.failure	s:9Traversio17SSHSFTPStatusCodeV7failureACvpZ	static let failure: SSHSFTPStatusCode
swift.init	SSHSFTPStatusCode.init(rawValue:)	s:9Traversio17SSHSFTPStatusCodeV8rawValueACs6UInt32V_tcfc	init(rawValue: UInt32)
swift.type.property	SSHSFTPStatusCode.noConnection	s:9Traversio17SSHSFTPStatusCodeV12noConnectionACvpZ	static let noConnection: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.noSuchFile	s:9Traversio17SSHSFTPStatusCodeV10noSuchFileACvpZ	static let noSuchFile: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.ok	s:9Traversio17SSHSFTPStatusCodeV2okACvpZ	static let ok: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.operationUnsupported	s:9Traversio17SSHSFTPStatusCodeV20operationUnsupportedACvpZ	static let operationUnsupported: SSHSFTPStatusCode
swift.type.property	SSHSFTPStatusCode.permissionDenied	s:9Traversio17SSHSFTPStatusCodeV16permissionDeniedACvpZ	static let permissionDenied: SSHSFTPStatusCode
swift.property	SSHSFTPStatusCode.rawValue	s:9Traversio17SSHSFTPStatusCodeV8rawValues6UInt32Vvp	let rawValue: UInt32
swift.property	SSHSFTPStatusCode.standardName	s:9Traversio17SSHSFTPStatusCodeV12standardNameSSSgvp	var standardName: String? { get }
swift.struct	SSHSFTPStatusDetails	s:9Traversio20SSHSFTPStatusDetailsV	struct SSHSFTPStatusDetails
swift.property	SSHSFTPStatusDetails.code	s:9Traversio20SSHSFTPStatusDetailsV4codes6UInt32Vvp	let code: UInt32
swift.init	SSHSFTPStatusDetails.init(code:message:languageTag:)	s:9Traversio20SSHSFTPStatusDetailsV4code7message11languageTagACs6UInt32V_SSSgAItcfc	init(code: UInt32, message: String?, languageTag: String?)
swift.init	SSHSFTPStatusDetails.init(statusCode:message:languageTag:)	s:9Traversio20SSHSFTPStatusDetailsV10statusCode7message11languageTagAcA0bE0V_SSSgAItcfc	init(statusCode: SSHSFTPStatusCode, message: String?, languageTag: String?)
swift.property	SSHSFTPStatusDetails.languageTag	s:9Traversio20SSHSFTPStatusDetailsV11languageTagSSSgvp	let languageTag: String?
swift.property	SSHSFTPStatusDetails.message	s:9Traversio20SSHSFTPStatusDetailsV7messageSSSgvp	let message: String?
swift.property	SSHSFTPStatusDetails.standardName	s:9Traversio20SSHSFTPStatusDetailsV12standardNameSSSgvp	var standardName: String? { get }
swift.property	SSHSFTPStatusDetails.statusCode	s:9Traversio20SSHSFTPStatusDetailsV10statusCodeAA0bE0Vvp	let statusCode: SSHSFTPStatusCode
swift.typealias	SSHSFTPTransferContinuationHandler	s:9Traversio34SSHSFTPTransferContinuationHandlera	typealias SSHSFTPTransferContinuationHandler = @Sendable () async -> Bool
swift.struct	SSHSFTPTransferProgress	s:9Traversio23SSHSFTPTransferProgressV	struct SSHSFTPTransferProgress
swift.enum	SSHSFTPTransferProgress.Operation	s:9Traversio23SSHSFTPTransferProgressV9OperationO	enum Operation
swift.enum.case	SSHSFTPTransferProgress.Operation.read	s:9Traversio23SSHSFTPTransferProgressV9OperationO4readyA2EmF	case read
swift.enum.case	SSHSFTPTransferProgress.Operation.write	s:9Traversio23SSHSFTPTransferProgressV9OperationO5writeyA2EmF	case write
swift.property	SSHSFTPTransferProgress.bytesTransferred	s:9Traversio23SSHSFTPTransferProgressV16bytesTransferreds6UInt64Vvp	let bytesTransferred: UInt64
swift.property	SSHSFTPTransferProgress.fractionCompleted	s:9Traversio23SSHSFTPTransferProgressV17fractionCompletedSdSgvp	var fractionCompleted: Double? { get }
swift.init	SSHSFTPTransferProgress.init(operation:bytesTransferred:totalBytes:)	s:9Traversio23SSHSFTPTransferProgressV9operation16bytesTransferred10totalBytesA2C9OperationO_s6UInt64VAJSgtcfc	init(operation: SSHSFTPTransferProgress.Operation, bytesTransferred: UInt64, totalBytes: UInt64? = nil)
swift.property	SSHSFTPTransferProgress.operation	s:9Traversio23SSHSFTPTransferProgressV9operationAC9OperationOvp	let operation: SSHSFTPTransferProgress.Operation
swift.property	SSHSFTPTransferProgress.totalBytes	s:9Traversio23SSHSFTPTransferProgressV10totalBytess6UInt64VSgvp	let totalBytes: UInt64?
swift.typealias	SSHSFTPTransferProgressHandler	s:9Traversio30SSHSFTPTransferProgressHandlera	typealias SSHSFTPTransferProgressHandler = @Sendable (SSHSFTPTransferProgress) async -> Void
swift.struct	SSHSFTPVersionExchange	s:9Traversio22SSHSFTPVersionExchangeV	struct SSHSFTPVersionExchange
swift.property	SSHSFTPVersionExchange.clientVersion	s:9Traversio22SSHSFTPVersionExchangeV13clientVersions6UInt32Vvp	let clientVersion: UInt32
swift.method	SSHSFTPVersionExchange.extensionData(named:)	s:9Traversio22SSHSFTPVersionExchangeV13extensionData5namedAA16SSHSFTPExtensionVSgSS_tF	func extensionData(named name: String) -> SSHSFTPExtension?
swift.property	SSHSFTPVersionExchange.extensions	s:9Traversio22SSHSFTPVersionExchangeV10extensionsSayAA16SSHSFTPExtensionVGvp	let extensions: [SSHSFTPExtension]
swift.property	SSHSFTPVersionExchange.serverVersion	s:9Traversio22SSHSFTPVersionExchangeV13serverVersions6UInt32Vvp	let serverVersion: UInt32
swift.method	SSHSFTPVersionExchange.supportsExtension(named:minimumVersion:)	s:9Traversio22SSHSFTPVersionExchangeV17supportsExtension5named14minimumVersionSbSS_s6UInt32VSgtF	func supportsExtension(named name: String, minimumVersion: UInt32? = nil) -> Bool
swift.struct	SSHSOCKS5ConnectionProxy	s:9Traversio24SSHSOCKS5ConnectionProxyV	struct SSHSOCKS5ConnectionProxy
swift.property	SSHSOCKS5ConnectionProxy.authentication	s:9Traversio24SSHSOCKS5ConnectionProxyV14authenticationAA0bD14AuthenticationOvp	let authentication: SSHSOCKS5ProxyAuthentication
swift.property	SSHSOCKS5ConnectionProxy.host	s:9Traversio24SSHSOCKS5ConnectionProxyV4hostSSvp	let host: String
swift.init	SSHSOCKS5ConnectionProxy.init(host:port:authentication:)	s:9Traversio24SSHSOCKS5ConnectionProxyV4host4port14authenticationACSS_s6UInt16VAA0bD14AuthenticationOtcfc	init(host: String, port: UInt16 = 1080, authentication: SSHSOCKS5ProxyAuthentication = .none)
swift.property	SSHSOCKS5ConnectionProxy.port	s:9Traversio24SSHSOCKS5ConnectionProxyV4ports6UInt16Vvp	let port: UInt16
swift.enum	SSHSOCKS5ProxyAuthentication	s:9Traversio28SSHSOCKS5ProxyAuthenticationO	enum SSHSOCKS5ProxyAuthentication
swift.enum.case	SSHSOCKS5ProxyAuthentication.none	s:9Traversio28SSHSOCKS5ProxyAuthenticationO4noneyA2CmF	case none
swift.enum.case	SSHSOCKS5ProxyAuthentication.usernamePassword(username:password:)	s:9Traversio28SSHSOCKS5ProxyAuthenticationO16usernamePasswordyACSS_SStcACmF	case usernamePassword(username: String, password: String)
swift.struct	SSHSession	s:9Traversio10SSHSessionV	struct SSHSession
swift.method	SSHSession.adjustReceiveWindow(by:)	s:9Traversio10SSHSessionV19adjustReceiveWindow2byAA010SSHChannelE8SnapshotVs6UInt32V_tYaKF	func adjustReceiveWindow(by byteCount: UInt32) async throws -> SSHChannelWindowSnapshot
swift.method	SSHSession.channelWindowSnapshot()	s:9Traversio10SSHSessionV21channelWindowSnapshotAA010SSHChanneldE0VyYaKF	func channelWindowSnapshot() async throws -> SSHChannelWindowSnapshot
swift.method	SSHSession.close()	s:9Traversio10SSHSessionV5closeyyYaKF	func close() async throws
swift.method	SSHSession.collectOutputUntilClose()	s:9Traversio10SSHSessionV23collectOutputUntilCloseAA0bD0VyYaKF	func collectOutputUntilClose() async throws -> SSHSessionOutput
swift.property	SSHSession.events	s:9Traversio10SSHSessionV6eventsAA0B13EventSequenceVvp	var events: SSHSessionEventSequence { get }
swift.method	SSHSession.nextEvent()	s:9Traversio10SSHSessionV9nextEventAA0bD0OSgyYaKF	func nextEvent() async throws -> SSHSessionEvent?
swift.method	SSHSession.readStandardOutputChunk()	s:9Traversio10SSHSessionV23readStandardOutputChunkSays5UInt8VGSgyYaKF	func readStandardOutputChunk() async throws -> [UInt8]?
swift.method	SSHSession.resizePseudoTerminal(characterWidth:characterHeight:pixelWidth:pixelHeight:)	s:9Traversio10SSHSessionV20resizePseudoTerminal14characterWidth0F6Height05pixelG00iH0ys6UInt32V_A3JtYaKF	func resizePseudoTerminal(characterWidth: UInt32, characterHeight: UInt32, pixelWidth: UInt32 = 0, pixelHeight: UInt32 = 0) async throws
swift.method	SSHSession.sendEOF()	s:9Traversio10SSHSessionV7sendEOFyyYaKF	func sendEOF() async throws
swift.method	SSHSession.sendSignal(_:)	s:9Traversio10SSHSessionV10sendSignalyyAA0bD0VYaKF	func sendSignal(_ signal: SSHSessionSignal) async throws
swift.method	SSHSession.write(_:)	s:9Traversio10SSHSessionV5writeyySSYaKF	func write(_ string: String) async throws
swift.method	SSHSession.write(_:)	s:9Traversio10SSHSessionV5writeyySays5UInt8VGYaKF	func write(_ bytes: [UInt8]) async throws
swift.method	SSHSession.writeStandardError(_:)	s:9Traversio10SSHSessionV18writeStandardErroryySSYaKF	func writeStandardError(_ string: String) async throws
swift.method	SSHSession.writeStandardError(_:)	s:9Traversio10SSHSessionV18writeStandardErroryySays5UInt8VGYaKF	func writeStandardError(_ bytes: [UInt8]) async throws
swift.struct	SSHSessionEnvironmentVariable	s:9Traversio29SSHSessionEnvironmentVariableV	struct SSHSessionEnvironmentVariable
swift.init	SSHSessionEnvironmentVariable.init(name:value:)	s:9Traversio29SSHSessionEnvironmentVariableV4name5valueACSS_SStcfc	init(name: String, value: String)
swift.property	SSHSessionEnvironmentVariable.name	s:9Traversio29SSHSessionEnvironmentVariableV4nameSSvp	let name: String
swift.property	SSHSessionEnvironmentVariable.value	s:9Traversio29SSHSessionEnvironmentVariableV5valueSSvp	let value: String
swift.enum	SSHSessionEvent	s:9Traversio15SSHSessionEventO	enum SSHSessionEvent
swift.enum.case	SSHSessionEvent.endOfFile	s:9Traversio15SSHSessionEventO9endOfFileyA2CmF	case endOfFile
swift.enum.case	SSHSessionEvent.exitSignal(_:)	s:9Traversio15SSHSessionEventO10exitSignalyAcA0b4ExitE0VcACmF	case exitSignal(SSHSessionExitSignal)
swift.enum.case	SSHSessionEvent.exitStatus(_:)	s:9Traversio15SSHSessionEventO10exitStatusyACs6UInt32VcACmF	case exitStatus(UInt32)
swift.enum.case	SSHSessionEvent.standardError(_:)	s:9Traversio15SSHSessionEventO13standardErroryACSays5UInt8VGcACmF	case standardError([UInt8])
swift.enum.case	SSHSessionEvent.standardOutput(_:)	s:9Traversio15SSHSessionEventO14standardOutputyACSays5UInt8VGcACmF	case standardOutput([UInt8])
swift.struct	SSHSessionEventSequence	s:9Traversio23SSHSessionEventSequenceV	struct SSHSessionEventSequence
swift.struct	SSHSessionEventSequence.AsyncIterator	s:9Traversio23SSHSessionEventSequenceV13AsyncIteratorV	struct AsyncIterator
swift.method	SSHSessionEventSequence.AsyncIterator.next()	s:9Traversio23SSHSessionEventSequenceV13AsyncIteratorV4nextAA0bC0OSgyYaKF	mutating func next() async throws -> SSHSessionEvent?
swift.typealias	SSHSessionEventSequence.Element	s:9Traversio23SSHSessionEventSequenceV7Elementa	typealias Element = SSHSessionEvent
swift.method	SSHSessionEventSequence.makeAsyncIterator()	s:9Traversio23SSHSessionEventSequenceV17makeAsyncIteratorAC0fG0VyF	func makeAsyncIterator() -> SSHSessionEventSequence.AsyncIterator
swift.struct	SSHSessionExitSignal	s:9Traversio20SSHSessionExitSignalV	struct SSHSessionExitSignal
swift.property	SSHSessionExitSignal.didCoreDump	s:9Traversio20SSHSessionExitSignalV11didCoreDumpSbvp	let didCoreDump: Bool
swift.property	SSHSessionExitSignal.errorMessage	s:9Traversio20SSHSessionExitSignalV12errorMessageSSSgvp	let errorMessage: String?
swift.init	SSHSessionExitSignal.init(signal:didCoreDump:errorMessage:languageTag:)	s:9Traversio20SSHSessionExitSignalV6signal11didCoreDump12errorMessage11languageTagAcA0bD0V_SbSSSgAJtcfc	init(signal: SSHSessionSignal, didCoreDump: Bool, errorMessage: String? = nil, languageTag: String? = nil)
swift.property	SSHSessionExitSignal.languageTag	s:9Traversio20SSHSessionExitSignalV11languageTagSSSgvp	let languageTag: String?
swift.property	SSHSessionExitSignal.signal	s:9Traversio20SSHSessionExitSignalV6signalAA0bD0Vvp	let signal: SSHSessionSignal
swift.struct	SSHSessionOutput	s:9Traversio16SSHSessionOutputV	struct SSHSessionOutput
swift.property	SSHSessionOutput.didReceiveEOF	s:9Traversio16SSHSessionOutputV13didReceiveEOFSbvp	let didReceiveEOF: Bool
swift.property	SSHSessionOutput.exitSignal	s:9Traversio16SSHSessionOutputV10exitSignalAA0b4ExitE0VSgvp	let exitSignal: SSHSessionExitSignal?
swift.property	SSHSessionOutput.exitStatus	s:9Traversio16SSHSessionOutputV10exitStatuss6UInt32VSgvp	let exitStatus: UInt32?
swift.property	SSHSessionOutput.standardError	s:9Traversio16SSHSessionOutputV13standardErrorSays5UInt8VGvp	let standardError: [UInt8]
swift.property	SSHSessionOutput.standardOutput	s:9Traversio16SSHSessionOutputV08standardC0Says5UInt8VGvp	let standardOutput: [UInt8]
swift.struct	SSHSessionSignal	s:9Traversio16SSHSessionSignalV	struct SSHSessionSignal
swift.type.property	SSHSessionSignal.abort	s:9Traversio16SSHSessionSignalV5abortACvpZ	static let abort: SSHSessionSignal
swift.type.property	SSHSessionSignal.alarm	s:9Traversio16SSHSessionSignalV5alarmACvpZ	static let alarm: SSHSessionSignal
swift.type.property	SSHSessionSignal.brokenPipe	s:9Traversio16SSHSessionSignalV10brokenPipeACvpZ	static let brokenPipe: SSHSessionSignal
swift.type.property	SSHSessionSignal.floatingPointException	s:9Traversio16SSHSessionSignalV22floatingPointExceptionACvpZ	static let floatingPointException: SSHSessionSignal
swift.type.property	SSHSessionSignal.hangup	s:9Traversio16SSHSessionSignalV6hangupACvpZ	static let hangup: SSHSessionSignal
swift.type.property	SSHSessionSignal.illegalInstruction	s:9Traversio16SSHSessionSignalV18illegalInstructionACvpZ	static let illegalInstruction: SSHSessionSignal
swift.init	SSHSessionSignal.init(rawValue:)	s:9Traversio16SSHSessionSignalV8rawValueACSS_tcfc	init(rawValue: String)
swift.type.property	SSHSessionSignal.interrupt	s:9Traversio16SSHSessionSignalV9interruptACvpZ	static let interrupt: SSHSessionSignal
swift.type.property	SSHSessionSignal.kill	s:9Traversio16SSHSessionSignalV4killACvpZ	static let kill: SSHSessionSignal
swift.type.property	SSHSessionSignal.quit	s:9Traversio16SSHSessionSignalV4quitACvpZ	static let quit: SSHSessionSignal
swift.property	SSHSessionSignal.rawValue	s:9Traversio16SSHSessionSignalV8rawValueSSvp	let rawValue: String
swift.type.property	SSHSessionSignal.segmentationViolation	s:9Traversio16SSHSessionSignalV21segmentationViolationACvpZ	static let segmentationViolation: SSHSessionSignal
swift.type.property	SSHSessionSignal.terminate	s:9Traversio16SSHSessionSignalV9terminateACvpZ	static let terminate: SSHSessionSignal
swift.type.property	SSHSessionSignal.user1	s:9Traversio16SSHSessionSignalV5user1ACvpZ	static let user1: SSHSessionSignal
swift.type.property	SSHSessionSignal.user2	s:9Traversio16SSHSessionSignalV5user2ACvpZ	static let user2: SSHSessionSignal
swift.typealias	SSHStreamLocalChannelEvent	s:9Traversio26SSHStreamLocalChannelEventa	typealias SSHStreamLocalChannelEvent = SSHTCPIPChannelEvent
swift.typealias	SSHStreamLocalChannelEventSequence	s:9Traversio34SSHStreamLocalChannelEventSequencea	typealias SSHStreamLocalChannelEventSequence = SSHTCPIPChannelEventSequence
swift.enum	SSHSupportedAlgorithmCategory	s:9Traversio29SSHSupportedAlgorithmCategoryO	enum SSHSupportedAlgorithmCategory
swift.enum.case	SSHSupportedAlgorithmCategory.compressionClientToServer	s:9Traversio29SSHSupportedAlgorithmCategoryO25compressionClientToServeryA2CmF	case compressionClientToServer
swift.enum.case	SSHSupportedAlgorithmCategory.compressionServerToClient	s:9Traversio29SSHSupportedAlgorithmCategoryO25compressionServerToClientyA2CmF	case compressionServerToClient
swift.enum.case	SSHSupportedAlgorithmCategory.encryptionClientToServer	s:9Traversio29SSHSupportedAlgorithmCategoryO24encryptionClientToServeryA2CmF	case encryptionClientToServer
swift.enum.case	SSHSupportedAlgorithmCategory.encryptionServerToClient	s:9Traversio29SSHSupportedAlgorithmCategoryO24encryptionServerToClientyA2CmF	case encryptionServerToClient
swift.enum.case	SSHSupportedAlgorithmCategory.keyExchange	s:9Traversio29SSHSupportedAlgorithmCategoryO11keyExchangeyA2CmF	case keyExchange
swift.enum.case	SSHSupportedAlgorithmCategory.macClientToServer	s:9Traversio29SSHSupportedAlgorithmCategoryO17macClientToServeryA2CmF	case macClientToServer
swift.enum.case	SSHSupportedAlgorithmCategory.macServerToClient	s:9Traversio29SSHSupportedAlgorithmCategoryO17macServerToClientyA2CmF	case macServerToClient
swift.enum.case	SSHSupportedAlgorithmCategory.publicKeySignature	s:9Traversio29SSHSupportedAlgorithmCategoryO18publicKeySignatureyA2CmF	case publicKeySignature
swift.enum.case	SSHSupportedAlgorithmCategory.serverHostKey	s:9Traversio29SSHSupportedAlgorithmCategoryO13serverHostKeyyA2CmF	case serverHostKey
swift.struct	SSHSupportedAlgorithms	s:9Traversio22SSHSupportedAlgorithmsV	struct SSHSupportedAlgorithms
swift.method	SSHSupportedAlgorithms.algorithms(for:)	s:9Traversio22SSHSupportedAlgorithmsV10algorithms3forSaySSGAA0B17AlgorithmCategoryO_tF	func algorithms(for category: SSHSupportedAlgorithmCategory) -> [String]
swift.property	SSHSupportedAlgorithms.compressionAlgorithmsClientToServer	s:9Traversio22SSHSupportedAlgorithmsV011compressionC14ClientToServerSaySSGvp	let compressionAlgorithmsClientToServer: [String]
swift.property	SSHSupportedAlgorithms.compressionAlgorithmsServerToClient	s:9Traversio22SSHSupportedAlgorithmsV011compressionC14ServerToClientSaySSGvp	let compressionAlgorithmsServerToClient: [String]
swift.type.property	SSHSupportedAlgorithms.currentProfile	s:9Traversio22SSHSupportedAlgorithmsV14currentProfileACvpZ	static let currentProfile: SSHSupportedAlgorithms
swift.property	SSHSupportedAlgorithms.encryptionAlgorithmsClientToServer	s:9Traversio22SSHSupportedAlgorithmsV010encryptionC14ClientToServerSaySSGvp	let encryptionAlgorithmsClientToServer: [String]
swift.property	SSHSupportedAlgorithms.encryptionAlgorithmsServerToClient	s:9Traversio22SSHSupportedAlgorithmsV010encryptionC14ServerToClientSaySSGvp	let encryptionAlgorithmsServerToClient: [String]
swift.init	SSHSupportedAlgorithms.init(compressionPreference:legacyAlgorithmOptions:)	s:9Traversio22SSHSupportedAlgorithmsV21compressionPreference22legacyAlgorithmOptionsAcA014SSHCompressionE0O_AA09SSHLegacygH0Vtcfc	init(compressionPreference: SSHCompressionPreference = .disabled, legacyAlgorithmOptions: SSHLegacyAlgorithmOptions = .disabled)
swift.init	SSHSupportedAlgorithms.init(keyExchangeAlgorithms:serverHostKeyAlgorithms:encryptionAlgorithmsClientToServer:encryptionAlgorithmsServerToClient:macAlgorithmsClientToServer:macAlgorithmsServerToClient:compressionAlgorithmsClientToServer:compressionAlgorithmsServerToClient:publicKeySignatureAlgorithms:)	s:9Traversio22SSHSupportedAlgorithmsV011keyExchangeC0013serverHostKeyC0010encryptionC14ClientToServer0iclkJ003maccjkL00mclkJ0011compressioncjkL00nclkJ006publich9SignatureC0ACSaySSG_A8Mtcfc	init(keyExchangeAlgorithms: [String], serverHostKeyAlgorithms: [String], encryptionAlgorithmsClientToServer: [String], encryptionAlgorithmsServerToClient: [String], macAlgorithmsClientToServer: [String], macAlgorithmsServerToClient: [String], compressionAlgorithmsClientToServer: [String], compressionAlgorithmsServerToClient: [String], publicKeySignatureAlgorithms: [String])
